GI:769856154
GI:769848998
GI:769853081
GI:769846663
GI:769868228
GI:769844949
GI:769830067
GI:769869177
GI:769860458
GI:769859301
GI:769858609
GI:769856981
GI:769845711
GI:769844911
GI:769840838
GI:769838442
GI:769838390
GI:769835140
GI:769831723
GI:769831135
GI:769831081
